source,target,relationship,cidoc_property,source_document,source_locator,evidence_type,confidence,notes
place_gobedra,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
period_late_aksumite,period_pre_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
period_late_aksumite,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
period_pre_aksumite,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7696,explicit_pattern_match,0.8,"Pattern-matched sentence: ""to family, subfamily or genus level. Almost no pre- The Late Aksumite occupation at D site has vious work on material of this type has been ..."""
place_d_site_kidane_mehret,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 7712,explicit_pattern_match,0.8,"Pattern-matched sentence: ""The wild plants incorporate a number of pos- Apart from the sorghum and finger millet, sible weeds of cultivation, but of which crops, we th..."""
place_k_site_maleke_aksum,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 7712,explicit_pattern_match,0.8,"Pattern-matched sentence: ""The wild plants incorporate a number of pos- Apart from the sorghum and finger millet, sible weeds of cultivation, but of which crops, we th..."""
period_late_aksumite,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 7712,explicit_pattern_match,0.8,"Pattern-matched sentence: ""The wild plants incorporate a number of pos- Apart from the sorghum and finger millet, sible weeds of cultivation, but of which crops, we th..."""
period_aksumite,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 7712,explicit_pattern_match,0.8,"Pattern-matched sentence: ""The wild plants incorporate a number of pos- Apart from the sorghum and finger millet, sible weeds of cultivation, but of which crops, we th..."""
place_d_site_kidane_mehret,place_aksum,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,place_dungur,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,place_gobedra,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,place_beta_giyorgis,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,period_late_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_d_site_kidane_mehret,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,place_dungur,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,place_gobedra,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,place_beta_giyorgis,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,period_late_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,period_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,place_gobedra,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,place_beta_giyorgis,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,period_late_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,period_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_dungur,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_gobedra,place_beta_giyorgis,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_gobedra,period_late_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_gobedra,period_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_gobedra,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_gobedra,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_beta_giyorgis,period_late_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_beta_giyorgis,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_beta_giyorgis,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
period_late_aksumite,period_aksumite,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
period_late_aksumite,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
period_late_aksumite,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
period_aksumite,object_beads,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
period_aksumite,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
object_beads,object_glass,LOCATED_AT,P53_has_former_or_current_location,S4,S4 line 7793,explicit_pattern_match,0.75,"Pattern-matched sentence: ""duced, interspersed with other areas yielding a variety Thus, although D site is located at about the same of stone tools, Classical and Lat..."""
place_aksum,place_d_site_kidane_mehret,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_aksum,place_yeha,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_aksum,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_aksum,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_d_site_kidane_mehret,place_yeha,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_d_site_kidane_mehret,place_adulis,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_d_site_kidane_mehret,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_d_site_kidane_mehret,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_yeha,place_adulis,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_yeha,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_yeha,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_yeha,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_adulis,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_adulis,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
period_aksumite,object_beads,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
object_beads,object_pottery,DATED_TO,P4_has_time-span,S4,S4 line 7889,explicit_pattern_match,0.8,"Pattern-matched sentence: ""Concluding Discussion beads and pendants but, apparently, few if any impor- which clearly date to the last few centuries BC or the ted items..."""
place_gudit_stelae_field,place_tomb_of_bazen,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,place_stelae_park,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,place_tomb_of_the_brick_arches,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,place_tomb_of_the_false_door,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,place_mausoleum,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_gudit_stelae_field,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,place_stelae_park,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,place_tomb_of_the_brick_arches,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,place_tomb_of_the_false_door,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,place_mausoleum,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_bazen,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,place_tomb_of_the_brick_arches,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,place_tomb_of_the_false_door,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,place_mausoleum,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_brick_arches,place_tomb_of_the_false_door,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_brick_arches,place_mausoleum,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_brick_arches,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_brick_arches,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_brick_arches,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,place_mausoleum,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_tomb_of_the_false_door,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_mausoleum,person_king_kaleb,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_mausoleum,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_mausoleum,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_mausoleum,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_mausoleum,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
person_king_kaleb,period_early_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
person_king_kaleb,period_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
person_king_kaleb,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
person_king_kaleb,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
period_early_aksumite,period_late_aksumite,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
period_early_aksumite,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8000,explicit_pattern_match,0.8,"Pattern-matched sentence: ""of farming and carpentry, as well as weapons. The 2000) is dated to the Early Aksumite period. These burials in the Gudit Stelae Field thus ..."""
place_stelae_park,place_aksum,DATED_TO,P4_has_time-span,S4,S4 line 8041,explicit_pattern_match,0.8,"Pattern-matched sentence: ""the fourth century AD. No revisions are therefore of- The most probable explanation of all these fered to the picture obtained during Chitti..."""
place_aksum,object_stelae,DATED_TO,P4_has_time-span,S4,S4 line 8041,explicit_pattern_match,0.8,"Pattern-matched sentence: ""the fourth century AD. No revisions are therefore of- The most probable explanation of all these fered to the picture obtained during Chitti..."""
place_stelae_park,place_aksum,FOUND_AT,P7_took_place_at,S4,S4 line 8198,explicit_pattern_match,0.8,"Pattern-matched sentence: ""now the Stelae Park is considered more fully in Ap- While in Proto-Aksumite times external conpendix XII. nections seem primarily to have be..."""
